"title","year","length","rating","genre"
"Herd, The","1998","100","7.9","Documentary"
"Herdeiros, Os","1970","110","5.3","Drama"
"Herding Horses Across a River","1904","1","3.9","Documentary"
"Here After","2004","35","9.7","Drama"
"Here Come the Co-eds","1945","90","6.2","Comedy"
"Here Come the Girls","1953","78","5.9","Comedy"
"Here Come the Huggetts","1948","93","5.8","Comedy"
"Here Come the Littles","1985","72","7.1","Animation"
"Here Come the Marines","1952","66","7.3","Comedy"
"Here Come the Nelsons","1952","75","6.9","Comedy"
"Here Come the Tigers","1978","87","1.9","Comedy"
"Here Come the Waves","1944","99","6","Comedy"
"Here Comes Carter","1936","58","5.6","Comedy"
"Here Comes Flossie","1933","18","6.6","Comedy"
"Here Comes Happiness","1941","57","5.2","Comedy"
"Here Comes Mr. Jordan","1941","94","7.7","Comedy"
"Here Comes the Circus","1946","10","1.8","Documentary"
"Here Comes the Groom","1951","113","5.2",""
"Here Comes the Navy","1934","87","6.5","Comedy"
"Here Is My Heart","1934","77","8.2","Comedy"
"Here Today, Gone Tamale","1959","6","6.3","Animation"
"Here We Go Again","1942","77","5.8","Comedy"
"Here We Go Round the Mulberry Bush","1967","96","5.6","Comedy"
"Here on Earth","2000","93","4.8","Drama"
"Here's to Life!","2000","94","5.3","Drama"
"Heremakono","2002","96","6.7","Drama"
"Herencia","2001","90","8.3","Drama"
"Herida luminosa, La","1997","100","5.8","Drama"
"Herkes kendi evinde","2001","110","7.6","Drama"
"Herkus mantas","1972","145","9.5","Drama"
"Herlock Sholmes in Be-a-Live-Crook","1930","8","2.4","Comedy"
"Herman","1990","88","6.4","Drama"
"Herman U.S.A.","2001","92","5.6","Comedy"
"Hermanas","2005","88","8.8","Drama"
"Hermann der Cherusker - Die Schlacht im Teutoburger Wald","1967","82","4.4","Action"
"Hermanos del hierro, Los","1961","95","8.7","Drama"
"Hermoso ideal","1948","85","5.2","Drama"
"Hero","1992","117","6.2","Comedy"
"Hero","2000","15","6.8","Short"
"Hero","2001","11","6.7","Short"
"Hero Ain't Nothin' But a Sandwich, A","1978","107","6.8","Drama"
"Hero Cop: Yesterday and Today, The","1973","8","6.7","Documentary"
"Hero and the Terror","1988","96","4.3","Action"
"Hero at Large","1980","98","6","Comedy"
"Hero of Liao-Yang, The","1904","15","3.8","Drama"
"Hero's Island","1962","94","5.2","Action"
"Hero's Journey: The World of Joseph Campbell, The","1987","58","5","Documentary"
"Heroes","1977","85","5.6","Comedy"
"Heroes Die Young","1960","76","3.5","Action"
"Heroes Stand Alone","1989","83","2.7","Action"
"Heroes at Leisure","1939","10","6.8","Documentary"
"Heroes for Sale","1933","71","7.1","Drama"
"Heroes of Telemark, The","1965","131","6","Drama"
"Herr Arnes pengar","1919","122","6.8","Drama"
"Herr Arnes penningar","1954","88","5.4","Drama"
"Herr Bohm och sillen","1987","12","8.8","Animation"
"Herr Lehmann","2003","105","7.3","Comedy"
"Herr Meets Hare","1945","7","7.3","Animation"
"Herr Ober!","1992","93","6","Comedy"
"Herr Puntila und sein Knecht Matti","1955","97","6.7","Comedy"
"Herr Zwilling und Frau Zuckermann","1999","126","7.4","Documentary"
"Herr im Haus, Der","1940","80","5.4","Comedy"
"Herra Sotaministeri","1957","90","5","Comedy"
"Herren og hans tjenere","1959","83","5.3","Drama"
"Herrliche Zeiten im Spessart","1967","105","4.8","Comedy"
"Herrn Josefs letzte Liebe","1959","86","3.8","Drama"
"Herrscher ohne Krone","1957","104","5.5","Drama"
"Hers to Hold","1943","94","4.9","Drama"
"Herschel Hopper: New York Rabbit","2000","45","6.2","Animation"
"Hersenschimmen","1988","115","6.4","Drama"
"Hersey cok guzel olacak","1999","109","7.7","Comedy"
"Herz","2001","100","7.7","Drama"
"Herz von St. Pauli, Das","1957","95","5","Drama"
"Herzog Blaubarts Burg","1964","60","7.4","Drama"
"Hesder, Ha-","2000","102","7.5","Drama"
"Hessed Mufla","1992","95","5.7","Drama"
"Hessi James","2002","6","6.7","Animation"
"Hessian Renegades, The","1909","10","5.2","Drama"
"Hester Street","1975","90","6.4","Drama"
"Heterosapiens","2002","25","6.1","Short"
"Hets","1944","101","7.7","Drama"
"Heugsuseon","2001","104","6.4","Action"
"Heunggong dai 1 hung chak","1998","90","4","Drama"
"Heureux anniversaire","1962","15","7.9","Comedy"
"Heureux qui comme Ulysse","1970","90","6.5","Comedy"
"Heute heiratet mein Mann","1956","91","4.9","Comedy"
"Hex","1973","92","3.1","Drama"
"Hexed","1993","90","4.4","Comedy"
"Hey Arnold! The Movie","2002","76","4.8","Animation"
"Hey Arnold!: 24 Hours to Live","1996","14","8.3","Animation"
"Hey Babu Riba","1986","112","8.2","Drama"
"Hey Good Lookin'","1982","76","5.3","Animation"
"Hey Ram","2000","186","8.2","Drama"
"Hey There, It's Yogi Bear","1964","89","5.4","Animation"
"Hey! Hey! USA","1938","88","5.5","Comedy"
"Hey! Is Dee Dee Home?","2003","64","6.8","Documentary"
"Hi De Ho","1937","11","6.4","Short"
"Hi Diddle Diddle","1943","72","7.1","Comedy"
"Hi Gang!","1941","100","6.1","Comedy"
"Hi no tori","1978","137","7.4","Action"
"Hi no tori 2772: Ai no kosumozon","1980","95","4.3","Animation"
"Hi, Gaucho!","1935","59","4.3","Comedy"
"Hi, I'm Steve","1999","6","4.1","Short"
"Hi, Mom!","1970","87","5.9","Comedy"
"Hi, Nellie!","1934","75","6.6","Comedy"
"Hi-Life","1998","82","5.7","Comedy"
"Hi-Line, The","1999","95","5.9","Drama"
"Hi-Lo Country, The","1998","114","6","Drama"
"Hi-Riders","1978","90","6.5","Action"
"Hiawatha","1952","80","5.3","Drama"
"Hiawatha's Rabbit Hunt","1941","8","7","Animation"
"Hibernatus","1969","82","6.2","Comedy"
"Hibotan bakuto: hanafuda shobu","1969","98","9","Action"
"Hic-cup Pup","1954","6","6.3","Animation"
"Hiccup","1998","10","7.4","Comedy"
"Hick Chick, The","1946","7","7","Animation"
"Hick Trek: The Moovie","1999","60","4.2","Comedy"
"Hick a Slick and a Chick, A","1948","7","5.8","Animation"
"Hidalgo","2004","136","6.6","Action"
"Hidan of Maukbeiangjow, The","1973","93","4.6","Comedy"
"Hidden Agenda","1990","108","6.6","Drama"
"Hidden Agenda","1998","95","4.9","Action"
"Hidden Agenda","2001","98","4.2","Action"
"Hidden Assassin","1995","89","4.4","Action"
"Hidden Dimension, The","1997","45","3.7","Documentary"
"Hidden Fear","1957","80","5.3","Drama"
"Hidden Fuhrer: Debating the Enigma of Hitler's Sexuality","2004","90","8.2","Documentary"
"Hidden Hawaii","1993","34","6.5","Documentary"
"Hidden Wars of Desert Storm, The","2001","64","7.8","Documentary"
"Hidden, The","1987","96","6.8","Action"
"Hidden, The","1997","3","2.9","Short"
"Hide and Creep","2004","85","3.7","Comedy"
"Hide and Seek","1963","90","7","Action"
"Hide and Seek","2005","101","5.2","Drama"
"Hide and Shriek","1938","10","7.1","Comedy"
"Hide in Plain Sight","1980","92","6.5","Drama"
"Hide-Out","1934","81","6.5","Comedy"
"Hideg napok","1966","96","6.6","Drama"
"Hideko no shasho-san","1941","54","4.4","Drama"
"Hideous Kinky","1998","98","","Drama"
"Hideous!","1997","82","3.3","Comedy"
"Hiding Out","1987","98","5.6","Comedy"
"Hierankl","2003","93","5.9","Drama"
"Higanbana","1958","118","7.8","Comedy"
"High","1967","80","3.1","Drama"
"High Adventure","2001","90","3.4","Action"
"High Anxiety","1977","94","6.4","Comedy"
"High Art","1998","87","6.8","Drama"
"High Barbaree","1947","91","5.9","Action"
"High Boot Benny","1994","82","5.7","Drama"
"High Command, The","1936","84","6.4","Drama"
"High Cost of Loving, The","1958","87","5.8","Comedy"
"High Crimes","2002","115","6.1","Drama"
"High Crusade, The","1994","100","3.3","Comedy"
"High Diving Hare","1949","7","7.3","Animation"
"High Fidelity","1988","85","6.6","Documentary"
"High Fidelity","2000","113","7.6","Comedy"
"High Finance Woman","1989","100","2.6","Romance"
"High Flight","1956","89","4.7","Drama"
"High Flyers","1937","70","7.8","Comedy"
"High Freakquency","1998","90","1.8","Comedy"
"High Heels and Low Lifes","2001","86","6.1","Action"
"High Hopes","1988","112","7.3","Comedy"
"High Lonesome: The Story of Bluegrass Music","1994","95","6","Documentary"
"High Note","1960","6","8.6","Animation"
"High Plains Drifter","1973","105","7.4","Drama"
"High Pressure","","72","6.4","Comedy"
"High Risk","1981","90","5.3","Action"
"High Road","1996","80","7.4","Comedy"
"High Road to China","1983","105","5.5","Romance"
"High School","1940","74","8.8","Drama"
"High School","1968","75","7.3","Documentary"
"High School Big Shot","1959","70","1.7","Drama"
"High School Caesar","1960","75","3.8","Drama"
"High School Confidential!","1958","85","5.4","Drama"
"High School Hellcats","1958","69","5.4","Drama"
"High School High","1996","86","4.9","Comedy"
"High School Record","2005","89","5","Comedy"
"High Seas Hijack","1978","95","4.7","Action"
"High Season","1987","90","5.2","Comedy"
"High Sierra","1941","100","7.5","Drama"
"High Society","1955","61","6.5","Comedy"
"High Society","1956","111","6.9","Comedy"
"High Spirits","1988","99","4.8","Comedy"
"High Stakes","1986","82","4.9","Comedy"
"High Steaks","1962","7","2.7","Animation"
"High Street Love Story","2002","10","7.6","Comedy"
"High Strung","1991","93","6.2","Comedy"
"High Tide","1987","101","7.4","Drama"
"High Tide at Noon","1957","109","5.4","Drama"
"High Time","1960","103","5.1","Comedy"
"High Times Potluck","2002","90","3.5","Comedy"
"High Treason","1951","90","5.7","Drama"
"High Velocity","1976","105","4.4","Action"
"High Voltage","1929","63","5.5","Drama"
"High Voltage","1997","95","4.5","Action"
"High Yellow","1965","83","2.5","Drama"
"High and Dizzy","1920","26","7.4","Comedy"
"High and the Flighty, The","1956","7","6.4","Animation"
"High and the Mighty, The","1954","147","7.1","Drama"
"High-Ballin'","1978","97","4.5","Action"
"Higher Ed","2001","83","7.3","Comedy"
"Higher Learning","1995","127","6.2","Drama"
"Higher Than a Kite","1943","18","6.9","Comedy"
"Higher and Higher","1944","90","5.4","Comedy"
"Highest Bidder, The","2003","3","7.3","Comedy"
"Highest Honor","1982","143","5.7","Drama"
"Highlander","1986","116","7.1","Action"
"Highlander II: The Quickening","1991","92","3.4","Action"
"Highlander III: The Sorcerer","1994","102","3.7","Action"
"Highlander, The","1911","18","3.3","Romance"
"Highlander: Endgame","2000","101","4.4","Action"
"Highly Dangerous","1950","90","6.5","Action"
"Highway","1999","57","6.6","Documentary"
"Highway 301","1950","83","6.1","Drama"
"Highway 395","2000","89","4.6","Action"
"Highway 61","1991","102","7","Comedy"
"Highway Runnery","1965","7","4.7","Animation"
"Highway Society","2000","90","5.5","Comedy"
"Highway of Heartache","1994","86","4.8","Comedy"
"Highway to Hell","1990","90","5.7","Action"
"Highway to Hell","1992","94","5.3","Comedy"
"Highwayman, The","2000","94","3.5","Comedy"
"Highwaymen","2003","80","5.6","Action"
"Highways by Night","1942","65","7.1","Comedy"
"Hihintayin kita sa langit","1991","120","7.1","Drama"
"Hija del Puma, La","1994","101","5.5","Drama"
"Hija del canibal, La","2003","110","6.5","Comedy"
"Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire","2004","68","8.4","Documentary"
"Hijacking Hollywood","1997","91","5.1","Comedy"
"Hijazo de mi vidaza","1972","95","6","Comedy"
"Hijo de la novia, El","2001","123","7.7","Comedy"
"Hijo genial, Un","2003","90","1.6","Comedy"
"Hijos de Fierro, Los","1972","134","6.7","Drama"
"Hijosen no onna","1933","100","7.2","Drama"
"Hikari no ame","2001","130","7.4","Drama"
"Hikayatul jawahiri thalath","1995","112","7.3","Drama"
"Hilary and Jackie","1998","121","7.4","Drama"
"Hilda Crane","1956","87","5.1","Drama"
"Hilda Humphrey","1997","20","6.9","Short"
"Hilfe, die Verwandten kommen","1971","80","2.6","Comedy"
"Hilfe, ich liebe Zwillinge","1969","84","2.7","Comedy"
"Hilfe, mich liebt eine Jungfrau","1970","82","3.2","Comedy"
"Hill Farm, The","1989","18","7.3","Animation"
"Hill, The","1965","123","7.6","Drama"
"Hill-billing and Cooing","1956","6","6.6","Animation"
"Hillbilly Chainsaw Massacre","1995","6","2","Comedy"
"Hillbilly Hare","1950","7","7.8","Animation"
"Hillbilly Robot","2001","23","6.8","Short"
"Hillbillys in a Haunted House","1967","88","2.3","Comedy"
"Hills of Home","1948","97","6.4","Drama"
"Hillz, The","2004","91","3.1","Comedy"
"Himala","1982","124","9.9","Drama"
"Himalaya - l'enfance d'un chef","1999","108","7.2","Drama"
"Himatsuri","1985","120","6.6","Drama"
"Himiko","1974","100","6","Drama"
"Himitsu no hanazono","1997","85","7.4","Comedy"
"Himlaspelet","1942","106","8.2","Drama"
"Himmel auf Erden, Der","1935","90","7.4","Comedy"
"Himmel kann warten, Der","2000","98","7.3","Drama"
"Himmel og helvede","1988","121","4.8","Drama"
"Himmel og helvete","1969","94","5","Drama"
"Himmel ohne Sterne","1955","105","6.7","Drama"
"Himmelfall","2002","83","7","Comedy"
"Himmler Projekt, Das","2001","182","8.9","Documentary"
"Himmo Melech Yerushalaim","1987","84","7.6","Drama"
"Hincha, El","1951","102","8.2","Comedy"
"Hindenburg, The","1975","125","5.8","Drama"
"Hindle Wakes","1931","70","5.5","Drama"
"Hindle Wakes","1952","82","5","Drama"
"Hindsight","1996","92","3.5","Drama"
"Hindsight Is 20/20...","2004","5","7.2","Comedy"
"Hinter Schloss und Riegel","1931","3","6.3","Comedy"
"Hinter dem Regenbogen","1999","90","4.7","Drama"
"Hinter den sieben Gleisen","1959","103","7.4","Comedy"
"Hinterholz 8","1998","90","7.1","Comedy"
"Hip Hip Hora!","2004","90","5.7","Drama"
"Hip Hip-Hurry!","1958","6","6.3","Animation"
"Hip Hop Homos","2004","26","8.5","Documentary"
"Hip hip hurra!","1987","110","5.8","Drama"
"HipHopBattle.com: Hip Hop 4 Life","2001","98","5.7","Comedy"
"Hipnosis","1963","90","4.9","Drama"
"Hipokuratesu-tachi","1980","126","7.5","Comedy"
"Hippety Hopper","1949","7","6.6","Animation"
"Hippie Highway","2004","4","9.3","Comedy"
"Hippocampe, L'","1934","15","7.6","Short"
"Hips, Hips, Hooray!","1934","68","7.1","Comedy"
"Hire: Ambush, The","2001","9","7.2","Action"
"Hire: Beat the Devil, The","2002","11","7.1","Action"
"Hire: Chosen, The","2001","11","7","Action"
"Hire: Hostage, The","2002","11","7.2","Action"
"Hire: Powder Keg, The","2001","14","7.6","Action"
"Hire: Star, The","2001","10","7.5","Action"
"Hire: The Follow, The","2001","11","7.5","Action"
"Hire: Ticker, The","2002","11","7.6","Action"
"Hired Wife","1940","95","6.9","Comedy"
"Hired to Kill","1992","91","3.7","Action"
"Hired!","1940","19","2.1","Short"
"Hireling, The","1973","95","6.8","Drama"
"Hiroshima Nagasaki August, 1945","1970","16","8.2","Documentary"
"Hiroshima mon amour","1959","90","7.7","Drama"
"Hirtenreise ins dritte Jahrtausend","2002","124","6.7","Documentary"
"His Bitter Half","1950","8","7.1","Animation"
"His Bitter Pill","1916","20","4.9","Comedy"
"His Brother's Wife","1936","88","5.2","Drama"
"His Butler's Sister","1943","87","5.9","Comedy"
"His Double Life","1933","63","5.9","Comedy"
"His Family Tree","1935","69","4","Comedy"
"His Favorite Pastime","1914","16","5.3","Comedy"
"His First Flame","1927","48","5.8","Comedy"
"His First Flame","1935","18","5.8","Short"
"His Girl Friday","1940","92","8.2","Comedy"
"His Hare Raising Tale","1951","7","7.2","Animation"
"His Kind of Woman","1951","120","7.4","Drama"
"His Lordship","1932","77","6.6","Comedy"
"His Lordship","1936","73","5.4",""
"His Marriage Wow","1925","21","7.2","Comedy"
"His Mouse Friday","1951","7","5.5","Animation"
"His Musical Career","1914","16","5.9","Comedy"
"His New Job","1915","32","6.5","Comedy"
"His New Profession","1914","16","6.1","Comedy"
"His People","1925","93","6.7","Drama"
"His Prehistoric Past","1914","10","5.3","Comedy"
"His Private Secretary","1933","60","4","Comedy"
"His Regeneration","1915","15","5.5","Short"
"His Royal Slyness","1920","27","6.9","Comedy"
"His Silent Racket","1933","20","6.9","Comedy"
"His Trust","1911","14","5","Drama"
"His Trust Fulfilled","1911","17","5.1","Drama"
"His Trysting Place","1914","32","6.5","Comedy"
"His Woman","1931","76","5.1","Drama"
"His and Hers","1997","82","4.6","Comedy"
"His/Herstory","2003","20","7.6","Drama"
"Hisao","1998","9","5","Short"
"Hiss and Make Up","1943","8","6.8","Animation"
"Histoire d'O","1975","97","5.3","Drama"
"Histoire d'O: Chapitre 2","1984","95","3.6","Drama"
"Histoire d'un crime","1901","5","5.7","Drama"
"Histoire d'un poisson rouge","1959","19","7.2","Short"
"Histoire d'un secret","2003","95","7.9","Documentary"
"Histoire de Marie et Julien","2003","150","6.4","Drama"
"Histoire de Pen","2002","112","6.6","Drama"
"Histoires d'hiver","1999","105","6.3","Drama"
"Historia Naturae, Suita","1967","9","4.7","Animation"
"Historia de I y O, La","1999","18","4.8","Short"
"Historia de entonces, Una","2000","111","7","Drama"
"Historia de todos, La","2003","10","7.3","Animation"
"Historia de un beso","2002","108","5.8","Drama"
"Historia de un gran amor","1942","155","9.6","Drama"
"Historia oficial, La","1985","112","7.7","Drama"
"Historias clandestinas en La Habana","1997","89","6.5","Drama"
"Historias de la puta mili","1994","97","3.6","Comedy"
"Historias de la radio","1955","95","6.7","Comedy"
"Historias del Kronen","1995","95","6.4","Drama"
"Historie milosne","1997","87","6.8","Comedy"
"History Is Made at Night","1937","97","7.1","Drama"
"History Is Made at Night","1999","95","4.4","Romance"
"History Lessons","2000","66","5.2","Documentary"
"History of Mr. Polly, The","1949","95","6.6","Drama"
"History of the Wonderful World, The","1993","52","7.8","Animation"
"History of the World Episode 1: The Discovery of Language, The","1994","3","7.5","Comedy"
"History of the World in Three Minutes Flat","1980","4","7.3","Animation"
"History of the World: Part I","1981","97","6.4","Comedy"
"Hit & Run","2000","45","7.1","Documentary"
"Hit List","1989","87","5.1","Action"
"Hit Man and the Investigator, The","2001","2","6.5","Short"
"Hit Me","1996","125","5.8","Drama"
"Hit and Run","1957","87","5","Drama"
"Hit and Runway","1999","108","6.7","Comedy"
"Hit the Deck","1955","117","6","Comedy"
"Hit the Ice","1943","82","6.2","Comedy"
"Hit the Road","1941","61","6.8","Comedy"
"Hit!","1973","134","6","Action"
"Hit, The","1984","100","6.8","Comedy"
"Hit-and-Run Driver","1935","20","6.6","Short"
"Hitch","2004","12","6.9","Drama"
"Hitch","2005","118","6.8","Comedy"
"Hitch, The","2001","15","5.4","Short"
"Hitch-Hiker, The","1953","71","6.9","Drama"
"Hitcher, The","1986","97","6.8","Action"
"Hitchhiker","2003","16","5.3","Action"
"Hitchhiker's Guide to the Galaxy, The","2005","110","6.9","Comedy"
"Hitchhikers, The","1971","92","3.6","Action"
"Hitclown","2001","13","5.7","Comedy"
"Hitler","1962","107","5.3","Drama"
"Hitler - Beast of Berlin","1939","87","4.6","Drama"
"Hitler - eine Karriere","1977","155","7.9","Documentary"
"Hitler Gang, The","1944","101","5.9","Drama"
"Hitler Lives","1945","17","7.1","Documentary"
"Hitler Tapes, The","1994","55","2.7","Comedy"
"Hitler's Children","1943","82","6.1","Drama"
"Hitler--Dead or Alive","1942","70","4.8","Drama"
"Hitler: The Last Ten Days","1973","108","5.9","Drama"
"Hitlerjunge Quex: Ein Film vom Opfergeist der deutschen Jugend","1933","87","5.7","Drama"
"Hitlers Hitparade","2003","76","7.1","Documentary"
"Hitman's Run","1999","91","4.2","Action"
